16000,1,0.1,0.773131851562491,77.313184375
16000,1,0.4,0.784964945312497,78.49649375
16000,1,0.7,0.7929588515625,79.295884375
16000,1,1,0.799741179687499,79.9741171875
16000,1,1.5,0.808868148437497,80.8868140625
16000,1,3,0.825529992187499,82.5529984375
16000,1,5,0.837302835937507,83.7302828125
16000,1,10,0.853833179687501,85.3833171875
16000,1,20,0.870167992187499,87.0167984375
16000,2,0.1,0.777416453124998,77.7416453125
16000,2,0.4,0.791383499999994,79.13835
16000,2,0.7,0.799433890624999,79.9433890625
16000,2,1,0.805442249999997,80.544225
16000,2,1.5,0.813417859375003,81.3417859375
16000,2,3,0.82958265625,82.958265625
16000,2,5,0.841718124999998,84.1718125
16000,2,10,0.857145312500005,85.71453125
16000,2,20,0.872209703125007,87.2209703125
16000,3,0.1,0.772159781250002,77.215978125
16000,3,0.4,0.784949515625002,78.4949515625
16000,3,0.7,0.793176671875001,79.3176671875
16000,3,1,0.799032859374995,79.9032859375
16000,3,1.5,0.807017859374996,80.7017859375
16000,3,3,0.82258275,82.258275
16000,3,5,0.834613328124998,83.4613328125
16000,3,10,0.852012984374997,85.2012984375
16000,3,20,0.867685578125013,86.7685578125
17000,1,0.1,0.777157674740481,77.7157674740484
17000,1,0.4,0.791770989619379,79.1770989619377
17000,1,0.7,0.800299737024223,80.0299737024221
17000,1,1,0.806828747404842,80.6828747404844
17000,1,1.5,0.815098228373707,81.5098228373702
17000,1,3,0.830439598615919,83.0439598615917
17000,1,5,0.84154275432526,84.1542754325259
17000,1,10,0.856147058823526,85.6147058823529
17000,1,20,0.871123640138409,87.1123640138408
17000,2,0.1,0.772051031141871,77.2051031141868
17000,2,0.4,0.7856125397924,78.5612539792388
17000,2,0.7,0.793108871972318,79.3108871972318
17000,2,1,0.79882701730104,79.8827017301038
17000,2,1.5,0.807463058823531,80.7463058823529
17000,2,3,0.823788138408301,82.3788138408304
17000,2,5,0.834844525951552,83.4844525951557
17000,2,10,0.851742380622835,85.1742380622837
17000,2,20,0.868775529411766,86.8775529411765
17000,3,0.1,0.77623961937716,77.6239612456747
17000,3,0.4,0.788797543252594,78.879753633218
17000,3,0.7,0.796307411764706,79.6307404844291
17000,3,1,0.801917764705885,80.1917757785467
17000,3,1.5,0.809107287197226,80.9107280276817
17000,3,3,0.823562761245672,82.3562754325259
17000,3,5,0.835195217993092,83.5195211072664
17000,3,10,0.85154176470588,85.1541757785467
17000,3,20,0.865834664359864,86.5834657439446
18000,1,0.1,0.7744967037037,77.4496703703704
18000,1,0.4,0.785995999999999,78.5996
18000,1,0.7,0.793371604938268,79.3371604938272
18000,1,1,0.799210320987658,79.9210320987654
18000,1,1.5,0.807474382716048,80.7474382716049
18000,1,3,0.823223814814818,82.3223814814815
18000,1,5,0.834832901234569,83.4832901234568
18000,1,10,0.851271753086418,85.127175308642
18000,1,20,0.867077,86.7077
18000,2,0.1,0.774891685185185,77.4891679012346
18000,2,0.4,0.787344067901238,78.7344061728395
18000,2,0.7,0.795021537037033,79.5021530864198
18000,2,1,0.801115191358023,80.1115185185185
18000,2,1.5,0.809283327160493,80.9283320987654
18000,2,3,0.825605672839503,82.5605666666667
18000,2,5,0.836710759259251,83.671075308642
18000,2,10,0.851389166666664,85.1389160493827
18000,2,20,0.868408635802479,86.840862962963
18000,3,0.1,0.777056833333329,77.7056827160494
18000,3,0.4,0.789345882716045,78.934587654321
18000,3,0.7,0.7964906728395,79.6490666666667
18000,3,1,0.801519166666674,80.1519160493827
18000,3,1.5,0.808700907407404,80.8700901234568
18000,3,3,0.82383901851852,82.3839012345679
18000,3,5,0.835624524691355,83.5624518518518
18000,3,10,0.851361302469143,85.1361296296296
